ID_BVOTE,SCRUTIN,ANNEE,TOUR,DATE,NUM_CIRC,NUM_QUARTIER,NUM_ARROND,NUM_BUREAU,NB_PROCU,NB_INSCR,NB_EMARG,NB_VOTANT,NB_BLANC,NB_NUL,NB_EXPRIM,Mme LABROQUERE Claudine    ,Mme MEDDAH Assia    ,Mme DEPRAZ Natalie,Mme BUZYN Agnès,M. BOULARD Geoffroy    ,M. CHRISTOPH Frédéric    ,Mme PEREZ Karina,M. BRITEL Karim    ,Mme TAÏEB Karen    ,Mme SÉNÉCHAL Laurence,Mme RÉMY-LELEU Raphaëlle,M. RUPIN Pacôme    ,Mme POL Patricia    ,M. VÉRON Aurélien    ,Mme CHAVANE Christiane    ,Mme LEWI Olivia    ,M. BERKANI Christophe    ,M. WEIL Ariel,Mme LEBRETON Anne    ,M. BULLARA Michaël    ,Mme CAMPION Singrid    ,M. SZPINER Francis,Mme SEBBAH Hanna,Mme FUSI Muriel    ,Mme MARRE Béatrice    ,Mme COPPIN Anne-Sophie,Mme NOVELLI Annie,M. DE BOUCAUD Philippe   ,Mme MAKBOUL Ourida    ,Mme BOULAY-ESPÉRONNIER Céline,Mme GIAZZI Danièle,M. ATLAN Bernard,M. VINCIGUERRA Laurent    ,M. VILLANI Cédric    ,M. GRUNENWALD Cédric,M. LETISSIER Florentin    ,Mme CARRERE-GEE Marie-Claire,M. AZIERE Éric    ,Mme ESSEMLALI Lamya    ,Mme PETIT Carine,M. LAYRÉ-CASSOU Franck    ,M. MIGUET Nicolas,M. VAUTIER Vincent,M. GOUJON Philippe    ,Mme IBLED Catherine    ,Mme ROETHLISBERGER Corinne    ,Mme NIAKATÉ Aminata    ,M. VIALE Frédéric    ,M. GUIBERT Géraud,Mme EVREN Agnès,M. DE SAINT JUST Wallerand,Mme TORANIAN Anouch,Mme DIETHELM Victoire    ,M. PRÉAU Jean    ,M. ARNOULD Alexandre    ,Mme PIAZZINI Natasha    ,M. PENINOU Mao    ,M. TIBERI Dominique    ,M. GHOSN Georges    ,M. LE GAL Eric   ,Mme LEMARDELEY Marie-Christine    ,Mme PESKINE Hélène    ,Mme BIRABEN Anne    ,M. AUDOUIN Laurent    ,Mme BERTHOUT Florence    ,Mme NAZZAL Bouchra,Mme DUCAMP Anne    ,M. BELLIARD David    ,Mme CAR Pépita,Mme RANNER-LUXIN Lise-Marie    ,Mme GARNIER Nelly    ,M. D'ETIGNY François,M. LEFORT Jacques    ,M. VAUGLIN François    ,M. ALLMANG Cédrick,M. POITOUX Guillaume    ,M. DEGBEGNI Christian    ,M. HENRY Pierre    ,M. ROËLS Hugo    ,M. RAIFAUD Sylvain    ,M. TANGUY Didier    ,Mme ZLOTNIK Atika    ,M. ZENTAR Pierre-Yves    ,M. FORT Bertil    ,Mme CORDEBARD Alexandra    ,M. AMELLAL Karim    ,M. BONY Clément    ,M. MILLOT Georges,M. GRÉGOIRE Emmanuel    ,Mme MAGNAN Annick    ,Mme MAZETIER Sandrine,Mme MONTANDON Valérie    ,M. REBOURG Patrick,Mme ELBAZ Caroline    ,Mme PIERRE-MARIE Emmanuelle    ,M. PESCHANSKI Marc    ,Mme KIS Antoinette    ,Mme ANDREZ Olivia    ,M. PATOU Fabien    ,Mme HERVIEU Céline    ,M. GANTZER Gaspard    ,M. LECOQ Jean-Pierre    ,Mme HOURTOULLE-ROLLET Frédérique    ,M. SENS Romain    ,Mme MANCUSI Rossella Letizia   ,Mme DATI Rachida    ,M. BASCHET Jean-Sébastien    ,Mme BOUILLIEZ Virginie    ,M. MISSOFFE Alexandre    ,Mme FILIPPOVA Diana    ,Mme HASNAOUI Samia    ,M. GOUZERH Denis    ,M. LOUVRADOUX Frédéric    ,Mme LECASBLE Valérie    ,Mme LAPORTE Manon    ,M. PENG Chang Hua,M. AOUDIA Sofiane,Mme ZENTAR Marie-Sophie    ,M. BEN MERZOUG Amir   ,M. QNOUCH Raphaël,M. COUMET Jérôme,Mme SOUYRIS Anne    ,Mme SAULNIER Marielle    ,M. OLIVIER Jean-Baptiste    ,M. DUBOIS Jean-Michel,M. POMMEAU Michel,M. COT Guillaume    ,M. KELLER Thierry    ,M. MAURIN Pierre    ,Mme BÜRKLI Delphine    ,M. PONELLE Marc-Antoine    ,Mme CONTI Fabiola    ,M. DELANERY Côme    ,M. NGATCHA Arnaud    ,Mme BIRON Marie-Claude    ,Mme ROBIN Sophie    ,Mme BABU Hélène    ,M. GODICHEAU Pierre    ,Mme D'HAUTESERRE Jeanne    ,Mme LÉCUYER Catherine    ,Mme MICHEL Athénaïs    ,Mme CRAMBES-RICHAUD Amandine    ,Mme SEGOND Sophie    ,Mme DE HEAULME Alix   ,M. JOSSIER Benoit    ,M. COGAN Guillaume    ,Mme BORDRY Isabelle    ,M. DESPLANTES Florien,M. CHARVILLAT Arnaud,M. PLIEZ Eric,M. LEGRAND Aurélien    ,M. ZRIHEN Ariel    ,M. DIDIER François-Marie    ,M. VUONG Valéry,M. NEZZAR Rayan,Mme SIMONNET Danielle,Mme CALANDRA Frédérique    ,Mme GUHL Antoinette    ,M. DHORASOO Vikash,M. LEJOINDRE Eric,M. BOURNAZEL Pierre-Yves,M. DE GERMAIN Jérôme   ,Mme BOUX Anne-Claire    ,M. ELALOUF Lucas    ,M. GIBERT Florian    ,M. AKSAS Abdellah,M. GRANIER Rudolph,M. MAZUR Jean-Jacques,M. LISCIA Pierre,M. CAMPION Marcel,Mme DABOUSSI Hela,M. GARNIER Patrick,M. ROUXEL Olivier    ,Mme BENISTI Régina    ,M. DAGNAUD François    ,M. LERT Dan,Mme FORTEZA Paula,M. FEDERBUSCH Serge,Mme TOUBIANA Marie    ,M. EL-MARBATI Nordine    ,Mme LEGRAIN Sarah    ,M. PASQUIOU Paul    
8-13,Municipales,2020,1,2020-03-15,1,30,8,13,16,1492,596,596,0,3,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,227.0,74.0,63.0,28.0,146.0,9.0,6.0,2.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-14,Municipales,2020,1,2020-03-15,1,30,8,14,33,1491,565,565,3,2,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,215.0,55.0,65.0,19.0,133.0,6.0,8.0,10.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-15,Municipales,2020,1,2020-03-15,1,30,8,15,35,1574,575,575,0,3,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,227.0,63.0,47.0,33.0,144.0,10.0,1.0,4.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-16,Municipales,2020,1,2020-03-15,1,30,8,16,32,1539,623,623,0,2,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,255.0,62.0,38.0,22.0,186.0,13.0,3.0,4.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-17,Municipales,2020,1,2020-03-15,1,29,8,17,7,901,306,306,0,2,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,135.0,21.0,34.0,7.0,77.0,3.0,4.0,6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-18,Municipales,2020,1,2020-03-15,1,29,8,18,9,926,296,296,1,2,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,134.0,28.0,31.0,11.0,59.0,2.0,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-1,Municipales,2020,1,2020-03-15,15,79,20,1,20,1347,588,588,3,26,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,219.0,10.0,6.0,95.0,12.0,34.0,48.0,66.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
20-2,Municipales,2020,1,2020-03-15,15,79,20,2,17,1138,534,535,3,16,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,205.0,7.0,8.0,90.0,3.0,43.0,50.0,75.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,
20-3,Municipales,2020,1,2020-03-15,15,79,20,3,21,1471,627,627,8,35,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,247.0,6.0,7.0,78.0,12.0,42.0,55.0,62.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,
20-4,Municipales,2020,1,2020-03-15,15,79,20,4,25,1429,667,667,4,34,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,243.0,7.0,5.0,79.0,7.0,43.0,66.0,93.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,
20-5,Municipales,2020,1,2020-03-15,15,79,20,5,22,1391,680,681,6,34,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,270.0,9.0,5.0,84.0,8.0,48.0,33.0,100.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,
20-6,Municipales,2020,1,2020-03-15,15,79,20,6,11,1411,629,629,10,9,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,201.0,14.0,11.0,100.0,8.0,48.0,66.0,71.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,
20-7,Municipales,2020,1,2020-03-15,15,79,20,7,11,1327,558,558,2,33,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,173.0,5.0,5.0,80.0,6.0,57.0,47.0,73.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,
20-8,Municipales,2020,1,2020-03-15,15,79,20,8,25,1307,621,621,1,29,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,228.0,1.0,8.0,55.0,6.0,60.0,48.0,100.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
20-9,Municipales,2020,1,2020-03-15,15,77,20,9,27,1597,584,584,6,35,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,210.0,6.0,6.0,71.0,8.0,39.0,58.0,73.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,
20-10,Municipales,2020,1,2020-03-15,15,77,20,10,13,1380,447,447,3,20,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,187.0,13.0,3.0,62.0,8.0,22.0,49.0,40.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,
20-11,Municipales,2020,1,2020-03-15,15,77,20,11,22,1638,601,601,13,23,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,252.0,10.0,4.0,73.0,6.0,37.0,67.0,52.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,
20-12,Municipales,2020,1,2020-03-15,15,77,20,12,23,1344,633,633,5,28,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,268.0,5.0,6.0,51.0,4.0,38.0,73.0,70.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,
20-13,Municipales,2020,1,2020-03-15,15,77,20,13,22,1502,700,700,5,46,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,298.0,8.0,7.0,49.0,2.0,29.0,106.0,59.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,
20-14,Municipales,2020,1,2020-03-15,15,77,20,14,31,1564,749,749,2,31,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,15.0,311.0,9.0,10.0,54.0,5.0,55.0,78.0,77.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,
20-15,Municipales,2020,1,2020-03-15,15,78,20,15,17,1484,628,628,3,16,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,224.0,16.0,4.0,87.0,5.0,45.0,59.0,77.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,
20-16,Municipales,2020,1,2020-03-15,15,78,20,16,25,1592,779,779,1,30,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,269.0,15.0,15.0,154.0,13.0,42.0,65.0,96.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
20-17,Municipales,2020,1,2020-03-15,15,78,20,17,4,1513,582,582,1,32,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,187.0,12.0,11.0,82.0,4.0,41.0,71.0,74.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,
20-18,Municipales,2020,1,2020-03-15,15,78,20,18,15,1438,475,475,7,14,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,152.0,13.0,6.0,85.0,4.0,32.0,49.0,56.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,
20-19,Municipales,2020,1,2020-03-15,15,78,20,19,12,1496,675,675,5,39,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,224.0,20.0,11.0,111.0,7.0,48.0,58.0,87.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,
20-20,Municipales,2020,1,2020-03-15,15,78,20,20,9,1616,564,564,7,28,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,197.0,15.0,10.0,76.0,15.0,35.0,55.0,58.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,
20-21,Municipales,2020,1,2020-03-15,15,78,20,21,8,1591,502,502,8,23,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,140.0,13.0,11.0,87.0,14.0,39.0,33.0,82.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
20-22,Municipales,2020,1,2020-03-15,15,78,20,22,15,1564,617,617,7,28,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,196.0,9.0,10.0,121.0,5.0,50.0,53.0,61.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,
20-23,Municipales,2020,1,2020-03-15,15,78,20,23,32,1606,706,706,7,33,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,201.0,18.0,12.0,136.0,12.0,47.0,68.0,113.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,
20-24,Municipales,2020,1,2020-03-15,15,78,20,24,15,1435,650,650,5,41,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,215.0,15.0,8.0,88.0,2.0,38.0,56.0,90.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,
20-25,Municipales,2020,1,2020-03-15,15,78,20,25,19,1557,734,734,6,26,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,322.0,7.0,5.0,76.0,5.0,38.0,70.0,80.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,
20-26,Municipales,2020,1,2020-03-15,15,78,20,26,16,1396,526,527,0,23,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,203.0,9.0,8.0,58.0,5.0,38.0,64.0,56.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,
20-27,Municipales,2020,1,2020-03-15,15,78,20,27,16,1353,588,588,2,23,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,189.0,16.0,12.0,103.0,4.0,57.0,56.0,78.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,
20-28,Municipales,2020,1,2020-03-15,15,78,20,28,9,1472,532,532,3,7,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,158.0,11.0,13.0,108.0,8.0,37.0,42.0,89.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
20-29,Municipales,2020,1,2020-03-15,15,78,20,29,13,1515,640,640,3,36,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,210.0,8.0,10.0,111.0,10.0,52.0,52.0,88.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
20-30,Municipales,2020,1,2020-03-15,15,78,20,30,3,1763,417,416,22,4,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,126.0,10.0,14.0,82.0,4.0,25.0,48.0,50.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
20-31,Municipales,2020,1,2020-03-15,15,78,20,31,19,1604,563,563,7,18,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,188.0,14.0,11.0,123.0,4.0,38.0,45.0,56.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
20-32,Municipales,2020,1,2020-03-15,15,78,20,32,24,1560,573,573,5,20,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,213.0,19.0,9.0,101.0,9.0,47.0,38.0,55.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,
20-33,Municipales,2020,1,2020-03-15,15,80,20,33,5,1430,357,357,3,13,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,98.0,18.0,6.0,95.0,4.0,19.0,33.0,42.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,
20-34,Municipales,2020,1,2020-03-15,15,80,20,34,9,1440,457,457,2,10,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,149.0,19.0,8.0,78.0,15.0,23.0,52.0,43.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,
20-35,Municipales,2020,1,2020-03-15,15,80,20,35,6,1425,428,428,7,15,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,131.0,33.0,4.0,77.0,7.0,19.0,41.0,57.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
20-36,Municipales,2020,1,2020-03-15,15,80,20,36,8,1246,358,358,3,15,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,104.0,5.0,5.0,68.0,3.0,17.0,37.0,49.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
